Ordering,Tiff,Score,KP,LW,SJ,check
640,20190806mouse2_OD_L_2_0_0000106_Structure_0001 RR14.TIFF,2,2,2,3,1
549,20190424mouse1_OD_L_2_0_0000086_Structure_0001 RR7.TIFF,2,2,2,2,x
550,20190424mouse8_OD_L_2_0_0000036_Structure_0001 RR2.TIFF,0,0,0,0,x
551,20190424mouse17_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,3,3,3,3,x
552,20190424mouse17_OD_L_2_0_0000066_Structure_0001 RR6.TIFF,2,2,2,1,x
553,20190514mouse11_OD_L_2_0_0000094_Structure_0001 RR14.TIFF,4,4,4,4,x
641,20190806mouse2_OD_L_2_0_0000126_Structure_0001 RR21.TIFF,2,2,2,1,1
650,20190806mouse3_OD_L_2_0_0000096_Structure_0001 RR7.TIFF,2,2,2,2,1
556,20190514mouse15_OD_L_2_0_0000116_Structure_0001 RR14.TIFF,3,3,3,4,x
557,20190514mouse15_OD_L_2_0_0000126_Structure_0001 RR21.TIFF,2,2,2,3,x
558,20190514mouse15_OD_L_2_0_0000146_Structure_0001 RR28.TIFF,2,2,2,3,x
559,20190514mouse15_OD_L_2_0_0000166_Structure_0001 RR35.TIFF,3,3,3,3,x
560,20190514mouse15_OD_L_2_0_0000186_Structure_0001 RR42.TIFF,2,2,2,2,x
561,20190514mouse15_OD_L_2_0_0000206_Structure_0001 RR49.TIFF,2,2,2,2,x
656,20190806mouse4_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,2,2,2,1,1
660,20190806mouse4_OD_L_2_0_0000146_Structure_0001 RR28.TIFF,2,2,2,3,1
564,20190618mouse3_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,1,x
565,20190618mouse4_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,3,4,4,x
566,20190618mouse5_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,4,4,4,x
567,20190618mouse6_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,4,4,3,x
568,20190619mouse6_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,3,x
569,20190619mouse6_OD_L_2_0_0000036_Structure_0001 RR2.TIFF,4,4,4,4,x
570,20190619mouse6_OD_L_2_0_0000079_Structure_0001 RR6.TIFF,0.5,0.5,0.5,0.5,x
571,20190619mouse6_OD_L_2_0_0000109_Structure_0001 RR14.TIFF,0.5,0.5,0.5,1,x
572,20190619mouse6_OD_L_2_0_0000139_Structure_0001 RR21.TIFF,0.5,0.5,1,0.5,x
573,20190619mouse7_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,3,3,3,3,x
574,20190619mouse7_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,2,2,2,3,x
575,20190619mouse7_OD_L_2_0_0000056_Structure_0001 RR3.TIFF,2,2,2,2,x
576,20190619mouse7_OD_L_2_0_0000066_Structure_0001 RR6.TIFF,0.5,0.5,1,0.5,x
577,20190619mouse7_OD_L_2_0_0000096_Structure_0001 RR7.TIFF,0.5,0.5,1,0.5,x
578,20190619mouse7_OD_L_2_0_0000106_Structure_0001 RR14.TIFF,0.5,0.5,0.5,1,x
579,20190619mouse7_OD_L_2_0_0000126_Structure_0001 RR21.TIFF,0.5,0.5,1,0.5,x
580,20190625mouse6_OD_L_2_0_0000006_Structure_0001 RR7.TIFF,1,2,1,1,x
581,20190424mouse1_OD_L_2_0_0000116_Structure_0001 RR14.TIFF,0,2,0,0,x
582,20190514mouse2_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,0.5,0.5,0,0.5,x
661,20190806mouse4_OD_L_2_0_0000166_Structure_0001 RR35.TIFF,3,1,3,3,1
584,20190619mouse6_OD_L_2_0_0000056_Structure_0001 RR3.TIFF,2,2,2,2,x
585,20190619mouse8_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,3,3,3,4,x
586,20190619mouse8_OD_L_2_0_0000036_Structure_0001 RR2.TIFF,2,2,2,2,x
587,20190619mouse8_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,1,1,1,1,x
588,20190619mouse8_OD_L_2_0_0000106_Structure_0001 RR14.TIFF,0.5,0.5,1,0.5,x
589,20190619mouse8_OD_L_2_0_0000126_Structure_0001 RR21.TIFF,0.5,0,0.5,0.5,x
590,20190619mouse9_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,2,4,2,x
663,20190806mouse4_OD_L_2_0_0000206_Structure_0001 RR49.TIFF,2,1,2,2,1
592,20190619mouse9_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,1,1,1,1,x
593,20190619mouse9_OD_L_2_0_0000066_Structure_0001 RR6.TIFF,0.5,0.5,0.5,0.5,x
594,20190619mouse9_OD_L_2_0_0000096_Structure_0001 RR7.TIFF,0.5,0.5,0.5,0.5,x
595,20190619mouse9_OD_L_2_0_0000116_Structure_0001 RR14.TIFF,0.5,0.5,0.5,0.5,x
596,20190619mouse10_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,4,4,4,x
597,20190619mouse10_OD_L_2_0_0000036_Structure_0001 RR2.TIFF,2,2,2,2,x
598,20190619mouse10_OD_L_2_0_0000056_Structure_0001 RR3.TIFF,2,2,2,2,x
599,20190619mouse10_OD_L_2_0_0000076_Structure_0001 RR6.TIFF,1,0.5,1,1,x
600,20190619mouse10_OD_L_2_0_0000086_Structure_0001 RR7.TIFF,0.5,0.5,0.5,0.5,x
601,20190619mouse11_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,0.5,0.5,0.5,0.5,x
602,20190619mouse11_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,0.5,0.5,0.5,0.5,x
603,20190619mouse12_OD_L_2_0_0000056_Structure_0001 RR3.TIFF,0.5,0.5,0.5,0.5,x
604,20190619mouse12_OD_L_2_0_0000066_Structure_0001 RR6.TIFF,0.5,0.5,1,0.5,x
605,20190619mouse12_OD_L_2_0_0000096_Structure_0001 RR7.TIFF,1,1,1,0.5,x
606,20190619mouse12_OD_L_2_0_0000116_Structure_0001 RR14.TIFF,1,1,1,1,x
607,20190619mouse13_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,1,1,1,0.5,x
608,20190619mouse13_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,0.5,1,0.5,0.5,x
664,20190806mouse4_OD_L_2_0_0000226_Structure_0001 RR56.TIFF,3,1,3,3,1
610,20190619mouse13_OD_L_2_0_0000066_Structure_0001 RR6.TIFF,0.5,0.5,1,0.5,x
666,20190806mouse5_OD_L_2_0_0000096_Structure_0001 RR7.TIFF,2,1,2,2,1
612,20190619mouse13_OD_L_2_0_0000146_Structure_0001 RR28.TIFF,0.5,0.5,0.5,0.5,x
613,20190619mouse13_OD_L_2_0_0000206_Structure_0001 RR49.TIFF,0.5,0.5,0.5,0.5,x
614,20190619mouse14_OD_L_2_0_0000036_Structure_0001 RR2.TIFF,0.5,0.5,0.5,0,x
681,20190806mouse10_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,2,1
616,20190619mouse14_OD_L_2_0_0000096_Structure_0001 RR7.TIFF,0,0.5,0,0,x
617,20190619mouse14_OD_L_2_0_0000106_Structure_0001 RR14.TIFF,0.5,0.5,0.5,0.5,x
618,20190619mouse14_OD_L_2_0_0000136_Structure_0001 RR21.TIFF,0.5,0.5,0.5,0,x
685,20190806mouse11_OD_L_2_0_0000100_Structure_0001 RR7.TIFF,0.5,1,0.5,0.5,1
620,20190619mouse14_OD_L_2_0_0000236_Structure_0001 RR56.TIFF,0.5,0.5,0.5,0.5,x
621,20190626mouse5_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,2,x
622,20190626mouse6_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,2,1,2,x
686,20190821mouse1_OD_L_2_0_0000018_Structure_0001 RR1.TIFF,1,3,3,1,1
695,20190821mouse3_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,2,1
625,20190626mouse9_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,2,2,3,x
696,20190821mouse3_OD_L_2_0_0000036_Structure_0001 RR2.TIFF,2,1,2,2,1
627,20190626mouse13_OD_L_2_0_0000016_Structure_0001 RR2.TIFF,4,4,4,4,x
628,20190626mouse14_OD_L_2_0_0000006_Structure_0001 RR2.TIFF,4,4,4,4,x
697,20190821mouse3_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,1,3,3,2,1
630,20190806mouse1_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,4,4,4,4,x
703,20190821mouse3_OD_L_2_0_0000196_Structure_0001 RR42.TIFF,2,2,2,2,1
632,20190806mouse1_OD_L_2_0_0000066_Structure_0001 RR3.TIFF,2,2,2,1,x
633,20190806mouse1_OD_L_2_0_0000086_Structure_0001 RR4.TIFF,4,4,4,4,x
706,20190821mouse6_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,2,2,2,2,1
727,20200630mouse3_OD_L_2_0_0000036_Structure_0001 rr10h.TIFF,2,2,2,1,1
636,20190806mouse2_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,4,x
637,20190806mouse2_OD_L_2_0_0000036_Structure_0001 RR2.TIFF,3,3,3,4,x
638,20190806mouse2_OD_L_2_0_0000076_Structure_0001 RR4.TIFF,2,2,2,2,x
639,20190806mouse2_OD_L_2_0_0000086_Structure_0001 RR7.TIFF,2,2,2,2,x
728,20200630mouse3_OD_L_2_0_0000046_Structure_0001 rr1.TIFF,2,2,2,1,1
758,20200707mouse8_OD_L_2_0_0000036_Structure_0001 RR10H.TIFF,2,1,2,2,1
642,20190806mouse2_OD_L_2_0_0000146_Structure_0001 RR28.TIFF,1,1,1,2,x
759,20200707mouse8_OD_L_2_0_0000056_Structure_0001 RR1.TIFF,2,2,2,2,1
761,20200714mouse1_OD_L_2_0_0000053_Structure_0001 RR1.TIFF,2,2,2,2,1
645,20190806mouse2_OD_L_2_0_0000226_Structure_0001 RR56.TIFF,0.5,0.5,0.5,0.5,x
764,20200714mouse2_OD_L_2_0_0000073_Structure_0001 RR2.TIFF,2,2,2,1,1
647,20190806mouse3_OD_L_2_0_0000036_Structure_0001 RR2.TIFF,2,2,2,4,x
648,20190806mouse3_OD_L_2_0_0000056_Structure_0001 RR3.TIFF,2,2,2,3,x
649,20190806mouse3_OD_L_2_0_0000066_Structure_0001 RR4.TIFF,2,2,2,2,x
768,20200714mouse7_OD_L_2_0_0000066_Structure_0001 RR2.TIFF,2,2,2,1,1
813,20200729mouse3_OD_L_2_0_0000036_Structure_0001 rr2.TIFF,2,2,2,1,1
652,20190806mouse3_OD_L_2_0_0000146_Structure_0001 RR28.TIFF,0.5,0.5,0.5,0.5,x
653,20190806mouse3_OD_L_2_0_0000226_Structure_0001 RR56.TIFF,0.5,0.5,0.5,1,x
654,20190806mouse4_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,1,1,x
655,20190806mouse4_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,1,1,2,1,x
303,20200225mouse5_OD_L_2_0_0000026_Structure_0001 rr 10h.TIFF,1,1,1,2,2
657,20190806mouse4_OD_L_2_0_0000076_Structure_0001 RR4.TIFF,1,1,2,1,x
658,20190806mouse4_OD_L_2_0_0000086_Structure_0001 RR7.TIFF,2,2,2,2,x
330,20200507mouse2_OD_L_2_0_0000036_Structure_0001 rr 24h.TIFF,1,1,2,1,2
384,20190925mouse13_OD_L_2_0_0000006_Structure_0001RR 1.TIFF,3,2,3,3,2
474,20200507mouse4_OD_L_2_0_0000056_Structure_0001 rr 2.TIFF,3,3,3,2,2
662,20190806mouse4_OD_L_2_0_0000196_Structure_0001 RR42.TIFF,1,1,1,0.5,x
688,20190821mouse1_OD_L_2_0_0000048_Structure_0001 RR3.TIFF,3,2,4,2,2
689,20190821mouse1_OD_L_2_0_0000068_Structure_0001 RR6.TIFF,2,2,3,3,2
398,20200221mouse9_OD_L_2_0_0000016_Structure_0001 rr1.TIFF,2,3,2,2,3
421,20200512mouse12_OD_L_2_0_0000076_Structure_0001 rr 24h.TIFF,2,2,3,2,3
667,20190806mouse5_OD_L_2_0_0000156_Structure_0001 RR28.TIFF,0,0,0,3,x
668,20190806mouse6_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,0.5,0.5,0.5,0.5,x
669,20190806mouse6_OD_L_2_0_0000076_Structure_0001 RR4.TIFF,0.5,0.5,0.5,0.5,x
670,20190806mouse6_OD_L_2_0_0000150_Structure_0001 RR21.TIFF,0.5,0.5,0.5,0,x
671,20190806mouse6_OD_L_2_0_0000190_Structure_0001 RR35.TIFF,0.5,0.5,0.5,0.5,x
431,20200527mouse7_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,3,2,2,3
435,20200624mouse11_OD_L_2_0_0000126_Structure_0001 RR42.TIFF,2,2,3,2,3
674,20190806mouse8_OD_L_2_0_0000036_Structure_0001 RR2.TIFF,4,4,4,4,x
675,20190806mouse8_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,2,2,2,4,x
676,20190806mouse8_OD_L_2_0_0000066_Structure_0001 RR4.TIFF,2,2,2,2,x
677,20190806mouse8_OD_L_2_0_0000086_Structure_0001 RR7.TIFF,2,2,2,3,x
678,20190806mouse9_OD_L_2_0_0000156_Structure_0001 RR35.TIFF,4,4,4,3,x
679,20190806mouse9_OD_L_2_0_0000166_Structure_0001 RR42.TIFF,4,4,4,3,x
680,20190806mouse9_OD_L_2_0_0000196_Structure_0001 RR49.TIFF,4,4,4,3,x
437,20200624mouse4_OD_L_2_0_0000036_Structure_0001 RR14.TIFF,2,2,2,2,3
682,20190806mouse11_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,4,4,4,3,x
683,20190806mouse11_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,2,2,2,4,x
684,20190806mouse11_OD_L_2_0_0000066_Structure_0001 RR4.TIFF,2,2,2,4,x
485,20190920mouse1_OD_L_2_0_0000006_Structure_0001 RR 1.TIFF,4,3,4,4,3
518,20200226mouse17_OD_L_2_0_0000026_Structure_0001 rr 10h.TIFF,4,3,4,4,3
687,20190821mouse1_OD_L_2_0_0000038_Structure_0001 RR2.TIFF,4,4,4,2,x
533,20200512mouse18_OD_L_2_0_0000096_Structure_0001 rr 2.TIFF,4,3,4,4,3
698,20190821mouse3_OD_L_2_0_0000066_Structure_0001 RR6.TIFF,4,4,4,3,3
690,20190821mouse1_OD_L_2_0_0000088_Structure_0001 RR7.TIFF,2,2,2,3,x
691,20190821mouse2_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,3,3,2,3,x
692,20190821mouse2_OD_L_2_0_0000056_Structure_0001 RR3.TIFF,4,4,4,3,x
693,20190821mouse2_OD_L_2_0_0000076_Structure_0001 RR6.TIFF,2,2,2,2,x
694,20190821mouse2_OD_L_2_0_0000096_Structure_0001 RR7.TIFF,2,2,2,2,x
715,20200207mouse9_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,3,1,1,1,3
751,20200707mouse1_OD_L_2_0_0000026_Structure_0001 RR10H.TIFF,2,2,3,2,3
752,20200707mouse1_OD_L_2_0_0000046_Structure_0001 RR1.TIFF,4,4,4,3,3
445,20190919mouse3_OD_L_2_0_0000006_Structure_0001 RR2.TIFF,3,4,3,3,4
699,20190821mouse3_OD_L_2_0_0000086_Structure_0001 RR7.TIFF,4,4,4,2,x
700,20190821mouse3_OD_L_2_0_0000106_Structure_0001 RR14.TIFF,2,2,3,2,x
701,20190821mouse3_OD_L_2_0_0000126_Structure_0001 RR21.TIFF,2,2,2,2,x
702,20190821mouse3_OD_L_2_0_0000156_Structure_0001 RR28.TIFF,2,2,2,2,x
583,20190514mouse2_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,4,4,2,2,4
29,20200225mouse2_OD_L_2_0_0000048_Structure_0001 rr 1.TIFF,n/a,0,0,0,n/a
705,20190821mouse4_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,0.5,0.5,0.5,0.5,x
289,20200729mouse6_OD_L_2_0_0000066_Structure_0001 RR4.TIFF,n/a,0.5,0.5,0,n/a
297,20200221mouse10_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,n/a,1,1,0.5,n/a
708,20190821mouse7_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,3,3,3,4,x
709,20190821mouse7_OD_L_2_0_0000066_Structure_0001 RR6.TIFF,2,2,2,2,x
710,20190821mouse7_OD_L_2_0_0000086_Structure_0001 RR7.TIFF,2,2,2,2,x
711,20200207mouse2_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,4,4,4,x
712,20200207mouse3_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,4,4,4,x
713,20200207mouse7_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,4,4,4,x
714,20200207mouse8_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,4,4,4,1,x
308,20200226mouse1_OD_L_2_0_0000032_Structure_0001 rr28.TIFF,n/a,1,1,0.5,n/a
716,20200207mouse10_OD_L_2_0_0000012_Structure_0001 RR1.TIFF,2,2,2,2,x
717,20200604mouse1_OD_L_2_0_0000066_Structure_0001 rr2.TIFF,2,2,2,2,x
718,20200604mouse3_OD_L_2_0_0000066_Structure_0001 rr2.TIFF,2,2,2,3,x
719,20200604mouse4_OD_L_2_0_0000066_Structure_0001 rr2.TIFF,0.5,0.5,0,0.5,x
720,20200604mouse6_OD_L_2_0_0000066_Structure_0001 rr2.TIFF,4,4,4,4,x
721,20200604mouse10_OD_L_2_0_0000066_Structure_0001 rr2.TIFF,2,2,2,2,x
722,20200630mouse1_OD_L_2_0_0000036_Structure_0001 rr10h.TIFF,2,2,2,2,x
723,20200630mouse1_OD_L_2_0_0000046_Structure_0001 rr1.TIFF,4,4,4,4,x
724,20200630mouse1_OD_L_2_0_0000066_Structure_0001 rr2.TIFF,4,4,4,4,x
725,20200630mouse2_OD_L_2_0_0000026_Structure_0001 rr10h.TIFF,0.5,0.5,0.5,0.5,x
726,20200630mouse2_OD_L_2_0_0000056_Structure_0001 rr1.TIFF,2,2,2,2,x
332,20200507mouse4_OD_L_2_0_0000036_Structure_0001 rr 10h.TIFF,n/a,1,NA,1,n/a
388,20190925mouse17_OD_L_2_0_0000036_Structure_0001 RR 28.TIFF,n/a,2,2,2,n/a
729,20200630mouse3_OD_L_2_0_0000066_Structure_0001 RR2.TIFF,1,2,1,1,x
730,20200630mouse5_OD_L_2_0_0000050_Structure_0001 rr1.TIFF,2,2,2,2,x
731,20200630mouse6_OD_L_2_0_0000056_Structure_0001 rr1.TIFF,4,4,4,2,x
732,20200630mouse7_OD_L_2_0_0000036_Structure_0001 rr10h.TIFF,0.5,0.5,1,0.5,x
733,20200630mouse7_OD_L_2_0_0000080_Structure_0001 rr1.TIFF,1,1,1,1,x
734,20200630mouse7_OD_L_2_0_0000100_Structure_0001 RR2.TIFF,1,0.5,1,1,x
735,20200630mouse9_OD_L_2_0_0000036_Structure_0001 rr10h.TIFF,0.5,0.5,0.5,0,x
736,20200630mouse9_OD_L_2_0_0000046_Structure_0001 rr1.TIFF,0.5,0.5,0.5,0.5,x
737,20200630mouse9_OD_L_2_0_0000066_Structure_0001 RR2.TIFF,0.5,0.5,1,0.5,x
738,20200630mouse12_OD_L_2_0_0000026_Structure_0001 rr10h.TIFF,0.5,0.5,1,0.5,x
739,20200630mouse12_OD_L_2_0_0000056_Structure_0001 rr1.TIFF,3,3,3,4,x
740,20200630mouse12_OD_L_2_0_0000066_Structure_0001 RR2.TIFF,3,3,3,4,x
393,20200207mouse2_OD_L_2_0_0000026_Structure_0001 28rr.TIFF,n/a,2,2,NA,n/a
742,20200129mouse4_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,3,3,3,3,x
743,20200220mouse3_OD_L_2_0_0000026_Structure_0001 RR53.TIFF,2,2,2,2,x
744,20200220mouse4_OD_L_2_0_0000036_Structure_0001 RR53.TIFF,4,4,4,4,x
745,20200220mouse9_OD_L_2_0_0000036_Structure_0001 RR53.TIFF,4,4,4,4,x
746,20200220mouse10_OD_L_2_0_0000026_Structure_0001 RR53.TIFF,4,4,4,4,x
747,20200303mouse1_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,3,3,3,3,x
748,20200303mouse2_OD_L_2_0_0000032_Structure_0001 RR1.TIFF,4,4,4,4,x
749,20200303mouse3_OD_L_2_0_0000046_Structure_0001 RR1.TIFF,4,4,4,4,x
750,20200303mouse4_OD_L_2_0_0000076_Structure_0001 RR1.TIFF,4,4,4,0.5,x
397,20200220mouse7_OD_L_2_0_0000016_Structure_0001 rr1.TIFF,n/a,2,NA,2,n/a
403,20200226mouse3_OD_L_2_0_0000036_Structure_0001 rr28.TIFF,n/a,2,NA,2,n/a
753,20200707mouse1_OD_L_2_0_0000066_Structure_0001 RR2.TIFF,2,2,2,3,x
754,20200707mouse2_OD_L_2_0_0000036_Structure_0001 RR10H.TIFF,0,0,0,0,x
755,20200707mouse2_OD_L_2_0_0000056_Structure_0001 RR1.TIFF,0.5,0.5,0.5,0,x
756,20200707mouse6_OD_L_2_0_0000056_Structure_0001 RR1.TIFF,0.5,0.5,0.5,0.5,x
757,20200707mouse7_OD_L_2_0_0000046_Structure_0001 RR1.TIFF,3,3,3,3,x
428,20200527mouse11_OD_L_2_0_0000026_Structure_0001 RR7.TIFF,n/a,2,NA,2,n/a
463,20200226mouse16_OD_L_2_0_0000069_Structure_0001 rr 2.TIFF,n/a,3,NA,3,n/a
760,20200707mouse10_OD_L_2_0_0000056_Structure_0001 RR1.TIFF,2,2,2,2,x
501,20191003mouse8_OD_L_2_0_0000036_Structure_0001 rr34.TIFF,n/a,4,4,3,n/a
762,20200714mouse1_OD_L_2_0_0000093_Structure_0001 RR2.TIFF,3,3,3,3,x
763,20200714mouse2_OD_L_2_0_0000046_Structure_0001 RR1.TIFF,3,3,3,2,x
509,20200221mouse2_OD_L_2_0_0000036_Structure_0001 rr28.TIFF,n/a,4,4,4,n/a
765,20200714mouse6_OD_L_2_0_0000056_Structure_0001 RR1.TIFF,3,3,3,2,x
766,20200714mouse6_OD_L_2_0_0000076_Structure_0001 RR2.TIFF,3,3,3,3,x
767,20200714mouse7_OD_L_2_0_0000046_Structure_0001 RR1.TIFF,2,2,1,2,x
563,20190618mouse2_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,n/a,0,0,0,n/a
769,20200714mouse8_OD_L_2_0_0000046_Structure_0001 RR1.TIFF,3,4,3,3,x
770,20200714mouse8_OD_L_2_0_0000076_Structure_0001 RR2.TIFF,3,3,3,1,x
771,20200714mouse10_OD_L_2_0_0000046_Structure_0001 RR1.TIFF,3,3,1,3,x
772,20200714mouse10_OD_L_2_0_0000076_Structure_0001 RR2.TIFF,3,3,3,3,x
773,20200729mouse1_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,2,2,2,3,x
774,20200729mouse1_OD_L_2_0_0000086_Structure_0001 RR6.TIFF,2,2,2,3,x
775,20200729mouse1_OD_L_2_0_0000106_Structure_0001 RR7.TIFF,2,2,2,2,x
776,20200729mouse1_OD_L_2_0_0000126_Structure_0001 RR14.TIFF,2,2,2,1,x
777,20200729mouse1_OD_L_2_0_0000146_Structure_0001 RR21.TIFF,2,2,2,1,x
778,20200729mouse1_OD_L_2_0_0000166_Structure_0001 rr28.TIFF,2,2,2,2,x
779,20200729mouse2_OD_L_2_0_0000056_Structure_0001 RR3.TIFF,4,4,4,4,x
780,20200729mouse2_OD_L_2_0_0000086_Structure_0001 RR6.TIFF,2,2,3,2,x
781,20200729mouse2_OD_L_2_0_0000116_Structure_0001 RR7.TIFF,2,2,2,1,x
782,20200729mouse3_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,2,2,2,2,x
783,20200729mouse3_OD_L_2_0_0000096_Structure_0001 RR6.TIFF,2,2,2,2,x
784,20200729mouse3_OD_L_2_0_0000110_Structure_0001 RR7.TIFF,2,2,2,2,x
785,20200729mouse3_OD_L_2_0_0000150_Structure_0001 RR21.TIFF,2,2,2,1,x
786,20200729mouse3_OD_L_2_0_0000170_Structure_0001 rr28.TIFF,2,2,2,1,x
624,20190626mouse8_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,n/a,0,0,0,n/a
788,20200224mouse2_OD_L_2_0_0000072_Structure_0001 RR1.TIFF,0.5,0.5,0.5,0.5,x
789,20200224mouse2_OD_L_2_0_0000116_Structure_0001 RR2.TIFF,0,0,0,0,x
790,20200224mouse1_OD_L_2_0_0000086_Structure_0001 RR1.TIFF,0.5,0.5,0.5,0.5,x
791,20200224mouse1_OD_L_2_0_0000126_Structure_0001 RR2.TIFF,3,3,3,3,x
792,20200224mouse3_OD_L_2_0_0000086_Structure_0001 RR1.TIFF,3,3,3,3,x
793,20200224mouse3_OD_L_2_0_0000126_Structure_0001 RR2.TIFF,3,3,3,3,x
794,20200224mouse5_OD_L_2_0_0000060_Structure_0001 RR1.TIFF,1,1,1,1,x
795,20200224mouse5_OD_L_2_0_0000080_Structure_0001 RR2.TIFF,1,1,1,1,x
796,20200224mouse1_OD_L_2_0_0000076_Structure_0001 RR10H.TIFF,0.5,0.5,0.5,0.5,x
797,20200224mouse2_OD_L_2_0_0000006_Structure_0001 RR10H.TIFF,0.5,0.5,0.5,0.5,x
798,20200224mouse3_OD_L_2_0_0000066_Structure_0001 RR10H.TIFF,1,1,1,1,x
799,20200224mouse4_OD_L_2_0_0000042_Structure_0001 RR10H.TIFF,0,0,0,0,x
800,20190404mouse2F_OD_L_2_0_0000036_Structure_0001 rr1.TIFF,3,3,4,3,x
801,20190404mouse2F_OD_L_2_0_0000066_Structure_0001 rr 7.TIFF,4,4,4,3,x
665,20190806mouse5_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,n/a,1,1,3,n/a
803,20190402mouse3_OD_L_2_0_0000066_Structure_0001 rr 7.TIFF,1,0.5,1,1,x
804,20200609mouse6_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,2,x
805,20200609mouse8_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,2,x
806,20200609mouse9_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,3,3,3,2,x
807,20200609mouse12_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,4,4,4,x
808,20200609mouse15_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,2,2,2,x
809,20200609mouse16_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,3,3,3,4,x
810,20200729mouse1_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,1,1,1,0.5,x
811,20200729mouse1_OD_L_2_0_0000026_Structure_0001 rr2.TIFF,4,4,4,4,x
741,20200129mouse3_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,n/a,2,3,2,n/a
812,20200729mouse2_OD_L_2_0_0000036_Structure_0001 rr2.TIFF,n/a,2,2,2,n/a
814,20200729mouse7_OD_L_2_0_0000036_Structure_0001 rr2.TIFF,2,2,2,3,x
815,20200630mouse2_OD_L_2_0_0000076_Structure_0001 rr2.TIFF,NA,NA,NA,0,x
816,20200129mouse2_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,NA,NA,NA,NA,x
817,20200220mouse1_OD_L_2_0_0000026_Structure_0001 RR53.TIFF,NA,NA,NA,NA,x
818,20200220mouse5_OD_L_2_0_0000032_Structure_0001 RR53.TIFF,NA,2,NA,NA,x
819,20200707mouse2_OD_L_2_0_0000076_Structure_0001 RR2.TIFF,NA,NA,NA,0,x
820,20200714mouse3_OD_L_2_0_0000076_Structure_0001 RR2.TIFF,NA,NA,2,NA,x
821,20190618mouse1_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,NA,NA,NA,NA,x
