Ordering,Experiment Name,Day of Experiment,TIFF Name,Link to Image,KP score,LW score,KC score,XP score,# of Graders Scored,4/4 Graders Agree?,3/4 graders agree,2/4 graders agree,50/50 Split,T/F if na of 50/50 Split,Final Score,Mode
1635,Day28 Cytokines R4,2,20221115mouse8_OD_R_4_0_0000002_Structure_0002,https://drive.google.com/file/d/10HqzqrKcexISynYJSDgDEv2pCKc5tZzw/view?usp=share_link,0,0.5,0,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1636,Day28 Cytokines R4,2,20221115mouse8_OD_R_4_0_0000002_Structure_0003,https://drive.google.com/file/d/1rQwBWSTvOCPc12V7MpGPeezjj8wZd6Si/view?usp=share_link,,1,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1637,Day28 Cytokines R4,2,20221115mouse8_OD_R_4_0_0000002_Structure_0004,https://drive.google.com/file/d/1Mtd7iHwbwNnwhLqOMjVZZyK00en-Fy7x/view?usp=share_link,0.5,0.5,,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1638,Day28 Cytokines R4,2,20221115mouse9_OD_R_2_0_0000002_Structure_0001,https://drive.google.com/file/d/1TKSoOFQzdLgixx9yClCjKiWNKarD_U3x/view?usp=share_link,,1,0.5,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
1639,Day28 Cytokines R4,2,20221115mouse9_OD_R_2_0_0000002_Structure_0002,https://drive.google.com/file/d/1XzGC5PRKCSfmYS6anaZWoon5YUegB94S/view?usp=share_link,,2,0.5,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1640,Day28 Cytokines R4,2,20221115mouse9_OD_R_2_0_0000002_Structure_0003,https://drive.google.com/file/d/1XzAZdw2RH08hamSUC7JQtd8hCs-GYPq6/view?usp=share_link,100,0,100,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
1641,Day28 Cytokines R4,2,20221115mouse9_OD_R_2_0_0000002_Structure_0004,https://drive.google.com/file/d/1HQXfkfccP7VuqjDq7CBymyKVVZGbAWp1/view?usp=share_link,,0,0.5,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1642,Day28 Cytokines R4,2,20221115mouse9_OD_R_4_0_0000009_Structure_0001,https://drive.google.com/file/d/1jrTGfYM7HO52Kprhk0sj2aotCZ4Ewz4I/view?usp=share_link,,0.5,0.5,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1643,Day28 Cytokines R4,2,20221115mouse9_OD_R_4_0_0000009_Structure_0002,https://drive.google.com/file/d/15pVm-wX50cA1MQjL9_q5wgiHW6dqXIQQ/view?usp=share_link,2,0.5,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
1644,Day28 Cytokines R4,2,20221115mouse9_OD_R_4_0_0000009_Structure_0003,https://drive.google.com/file/d/1U3G_V2H1MJZd7MoBudGwyoAXLLX4FYV5/view?usp=share_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
1645,Day28 Cytokines R4,2,20221115mouse9_OD_R_4_0_0000009_Structure_0004,https://drive.google.com/file/d/1KecL2Kn_RNGOYoKfGz8_dHXUqhFJJ2cW/view?usp=share_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
1646,Day28 Cytokines R4,2,20221115mouse10_OD_R_4_0_0000002_Structure_0001,https://drive.google.com/file/d/1shvUN8xpN7jXDrcAZBfYhyphfDQIyY33/view?usp=share_link,,100,100,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
1647,Day28 Cytokines R4,2,20221115mouse10_OD_R_4_0_0000002_Structure_0002,https://drive.google.com/file/d/1vt1MHb4Nq5SKt-t7Qq9aOP7FwVSLVaZm/view?usp=share_link,,100,100,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
1648,Day28 Cytokines R4,2,20221115mouse10_OD_R_4_0_0000002_Structure_0003,https://drive.google.com/file/d/1vnAQFYVNEsCBxPQh1Z8ma-qnG9sA9F_2/view?usp=share_link,,100,100,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
1649,Day28 Cytokines R4,2,20221115mouse10_OD_R_4_0_0000002_Structure_0004,https://drive.google.com/file/d/18HIiQYGRbfKXJ2NME8X5xXFVF9hG6WyR/view?usp=share_link,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
1650,Day28 Cytokines R4,7,20221115mouse1_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/1tsn2gTBCT5ORcbP4Wtouuun_3S8jItTr/view?usp=share_link,,1,100,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
1651,Day28 Cytokines R4,7,20221115mouse1_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/1bRzzTZbUvsL63D9jGaKcTUrJxTlX7dZA/view?usp=share_link,2,100,100,100,4,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
1652,Day28 Cytokines R4,7,20221115mouse1_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1xL8xI2lxwTRE8_9sbzHhCziXpZ2_U-7n/view?usp=share_link,,3,100,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
1653,Day28 Cytokines R4,7,20221115mouse1_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/1gq17JIl64HfHnQyXkb7YCaIg-_VieeMi/view?usp=share_link,100,3,100,,3,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
1654,Day28 Cytokines R4,7,20221115mouse1_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1VX35ujobnCa_6OkGcVzTcI-Yqnf4j0u2/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1655,Day28 Cytokines R4,7,20221115mouse1_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/1_Wdhn-MdN6rn2tBZQ9ZhMlhmFfo4tIca/view?usp=share_link,1,1,100,,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
1656,Day28 Cytokines R4,7,20221115mouse1_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1W4D-0BK4GA_Wy_70pfhhmXQCOgc7xhs-/view?usp=share_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
1657,Day28 Cytokines R4,7,20221115mouse1_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1ckM35Dnt1bSO0EKKgjdI0BmnHtcEXxbt/view?usp=share_link,2,100,2,1,4,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1658,Day28 Cytokines R4,7,20221115mouse3_OD_R_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1WbB6UnjH9Rg7M3Kor0mGMagG4ERXoac7/view?usp=share_link,,0,0,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1659,Day28 Cytokines R4,7,20221115mouse3_OD_R_2_0_0000016_Structure_0002,https://drive.google.com/file/d/1hl4-I29T5mxbkqSZyZUh1LtYNODPwtpy/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1660,Day28 Cytokines R4,7,20221115mouse3_OD_R_2_0_0000016_Structure_0003,https://drive.google.com/file/d/1yui-zefcEEWggxm9Atcd92peUqg1-mIP/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1661,Day28 Cytokines R4,7,20221115mouse3_OD_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/19-MvU6izmgsBc_vKwgi_Z0QwNbKrPPJR/view?usp=share_link,100,0,100,0.5,4,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
1662,Day28 Cytokines R4,7,20221115mouse3_OD_R_4_0_0000023_Structure_0001,https://drive.google.com/file/d/1__bCClyjKqDgav4jy6l9d-tzWDIiBmQL/view?usp=share_link,1,1,0.5,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1663,Day28 Cytokines R4,7,20221115mouse3_OD_R_4_0_0000023_Structure_0002,https://drive.google.com/file/d/1dpcl5BsxqemLP4RP4XPWKfYK8-RAlCj2/view?usp=share_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1664,Day28 Cytokines R4,7,20221115mouse3_OD_R_4_0_0000023_Structure_0003,https://drive.google.com/file/d/1YCv7uCtDnoaVQMBAWdGY6Xh8KvbpjeFd/view?usp=share_link,,1,1,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
1665,Day28 Cytokines R4,7,20221115mouse3_OD_R_4_0_0000023_Structure_0004,https://drive.google.com/file/d/1Nc8qJtbLhNKNK5OgJM8S7tDHPyW9DZJ7/view?usp=share_link,2,1,,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1666,Day28 Cytokines R4,7,20221115mouose4_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/1uS5BWIn9iuutPvYMCCvgr7fN6mif_Kba/view?usp=share_link,,3,0.5,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
1667,Day28 Cytokines R4,7,20221115mouose4_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/14sM7m9YXcLi52Evq6phTAnbYWx73Xr6O/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1668,Day28 Cytokines R4,7,20221115mouose4_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1BR0SGr2_hVuTLY6WuJTkcB-ypRIPSt3S/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1669,Day28 Cytokines R4,7,20221115mouose4_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/1bYyAqjZxwLGTpKIiE30DyOSz0B5438ty/view?usp=share_link,1,0.5,0.5,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1670,Day28 Cytokines R4,7,20221115mouose4_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/18QSYZC3wVPQE6mrkGyU8VWdFPpy_F-bp/view?usp=share_link,0,0.5,0,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1671,Day28 Cytokines R4,7,20221115mouose4_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/17TFjrZI2AieAzeBN8wvDFXg3RDHJoEtP/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1672,Day28 Cytokines R4,7,20221115mouose4_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1wGzajzuTv1sfLvbUMV_dZx00iz5pjq9K/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1673,Day28 Cytokines R4,7,20221115mouose4_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1BQtB3RYSuwvrjBIRf2Qrsxo6O19_0Zny/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1674,Day28 Cytokines R4,7,20221115mouse5_OD_R_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1X6zKc-PZbgPb2Ucjfiw917V5viF_3Im1/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1675,Day28 Cytokines R4,7,20221115mouse5_OD_R_2_0_0000016_Structure_0002,https://drive.google.com/file/d/1jiSoO4jOsknBedY3L-rLT6RSIHfiA2rZ/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1676,Day28 Cytokines R4,7,20221115mouse5_OD_R_2_0_0000016_Structure_0003,https://drive.google.com/file/d/1oF3MBmhtatZ1jtjK_N2zrnRNshB0E0OY/view?usp=share_link,0,0.5,,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1677,Day28 Cytokines R4,7,20221115mouse5_OD_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/1EcKYQ6-LHCoRIpd24DdlFZ3TewPD-FKF/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1678,Day28 Cytokines R4,7,20221115mouse5_OD_R_4_0_0000023_Structure_0001,https://drive.google.com/file/d/194JBxZ5iRhwIv7D20Zm9M-RkxoHXhqf5/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1679,Day28 Cytokines R4,7,20221115mouse5_OD_R_4_0_0000023_Structure_0002,https://drive.google.com/file/d/1TvRPuDehh3OvIPA0AQFMsv_2mIygahI4/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1680,Day28 Cytokines R4,7,20221115mouse5_OD_R_4_0_0000023_Structure_0003,https://drive.google.com/file/d/1zd56lMUpzqvU0VxnYMc40Hi7K2Dl6RQp/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1681,Day28 Cytokines R4,7,20221115mouse5_OD_R_4_0_0000023_Structure_0004,https://drive.google.com/file/d/1RQy7DTKhrqKmYDJQHsNkXRM2eXDetZLQ/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1682,Day28 Cytokines R4,7,20221115mouse6_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/1TFEl1BTP5O3IY4Lt-PtOcpDvFQySVM3v/view?usp=share_link,,3,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
1683,Day28 Cytokines R4,7,20221115mouse6_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/1P6IE0t39mGulaUJv17aFX3JYzQTAvKUB/view?usp=share_link,,2,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1684,Day28 Cytokines R4,7,20221115mouse6_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1yuq0gWZhQDzIOWo0lBgGH_0315qj1JwT/view?usp=share_link,,4,3,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
1685,Day28 Cytokines R4,7,20221115mouse6_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/18ayZ8iQ8_gmlvS4xREy60YgpWV0AseFT/view?usp=share_link,4,3,3,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,3,3
1686,Day28 Cytokines R4,7,20221115mouse6_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1kb8gRIlqw8i-iwtBbh5MNmTLMKJJAeZg/view?usp=share_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1687,Day28 Cytokines R4,7,20221115mouse6_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/1Cf4SIVjJPh2SJbrjrUom6b98TDxKq0xs/view?usp=share_link,1,2,1,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1688,Day28 Cytokines R4,7,20221115mouse6_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1kIe-hBz7vVCR9nYJ9mYmPXR32U6xbL58/view?usp=share_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
1689,Day28 Cytokines R4,7,20221115mouse6_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1wTaYFk-vu8O9CLlbw6iy0Cm7amatY8rP/view?usp=share_link,,3,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
1690,Day28 Cytokines R4,7,20221115mouse7_OD_R_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1rOKst11Z26Cj_232CDie1vGeQmGI0_n4/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1691,Day28 Cytokines R4,7,20221115mouse7_OD_R_2_0_0000016_Structure_0002,https://drive.google.com/file/d/19e52sc8gzyfqsC3_cezvJJAr1emM-Lg_/view?usp=share_link,0,0.5,0.5,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1692,Day28 Cytokines R4,7,20221115mouse7_OD_R_2_0_0000016_Structure_0003,https://drive.google.com/file/d/13jz1meFEPY4OXhl_YNbSvqY7OKJ2Fnuf/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1693,Day28 Cytokines R4,7,20221115mouse7_OD_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/15G6diMAt_k0R2IlRfr5Ga7voWrz0_x9S/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1694,Day28 Cytokines R4,7,20221115mouse7_OD_R_4_0_0000023_Structure_0001,https://drive.google.com/file/d/1T-0k3lwFlkXJ-MZSo2aH2_bttcgl55hd/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1695,Day28 Cytokines R4,7,20221115mouse7_OD_R_4_0_0000023_Structure_0002,https://drive.google.com/file/d/1dqq9fyhGtp2lQGp0_x984AfMeS6jaDjs/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1696,Day28 Cytokines R4,7,20221115mouse7_OD_R_4_0_0000023_Structure_0003,https://drive.google.com/file/d/1NjhIN1OI3Eiy6-_3-LV5GlthU2gwIcNj/view?usp=share_link,0,0,,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1697,Day28 Cytokines R4,7,20221115mouse7_OD_R_4_0_0000023_Structure_0004,https://drive.google.com/file/d/1TJF5b_HN_atQEu3lHQDBoiAI2Mw-4qvQ/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1698,Day28 Cytokines R4,7,20221115mouse8_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/1yWWBsIcttOqxDHw0p9JIVqXTMT78l29b/view?usp=share_link,,0,0.5,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1699,Day28 Cytokines R4,7,20221115mouse8_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/17Bd8T8J7gMhvFe-_cdxrO9ewxPCQfZTK/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1700,Day28 Cytokines R4,7,20221115mouse8_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1X2wuxRmKvUThWnXbQvM5n0r6JHTG28yv/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1701,Day28 Cytokines R4,7,20221115mouse8_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/1_yEuZFaa1HndCZsFVk9BTMnVCO09ci_X/view?usp=share_link,0,0,0.5,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1702,Day28 Cytokines R4,7,20221115mouse8_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1B5j5GAY8hikpnb3rYWwuqfaZP3MHcFmb/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1703,Day28 Cytokines R4,7,20221115mouse8_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/1q4nCMn1-R9_UttmbU86jaohysUlkK0Zw/view?usp=share_link,,0,0,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1704,Day28 Cytokines R4,7,20221115mouse8_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1j7JEO_wG93ZX4tmm-I2eTTUtdpGdGQ96/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1705,Day28 Cytokines R4,7,20221115mouse8_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1jKcuRdgPdDkDc-mAN0-5ZQoqGE8zBf-n/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1706,Day28 Cytokines R4,7,20221115mouse9_OD_R_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1d5vcNH7Ua8zPSPKWXuryukpPAoDjIU3y/view?usp=share_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1707,Day28 Cytokines R4,7,20221115mouse9_OD_R_2_0_0000016_Structure_0002,https://drive.google.com/file/d/1sMqbSVqc6_CVpyHH8k6a-HmPSxDELwlC/view?usp=share_link,,2,1,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1708,Day28 Cytokines R4,7,20221115mouse9_OD_R_2_0_0000016_Structure_0003,https://drive.google.com/file/d/1VmisBWa4lKoWAAcwGEtpyNjsDsEY50RF/view?usp=share_link,,2,1,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1709,Day28 Cytokines R4,7,20221115mouse9_OD_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/1preQWTuJGYJ55jus0xZDKIvSo-yyidFh/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1710,Day28 Cytokines R4,7,20221115mouse9_OD_R_4_0_0000023_Structure_0001,https://drive.google.com/file/d/1VQoVIP7dl3WcvrR05xhwfOmGvXJ6jZmt/view?usp=share_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1711,Day28 Cytokines R4,7,20221115mouse9_OD_R_4_0_0000023_Structure_0002,https://drive.google.com/file/d/1nxv4vYBoxb3KeSmkn_NG6iaL7ZUxpaE9/view?usp=share_link,0,0.5,,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1712,Day28 Cytokines R4,7,20221115mouse9_OD_R_4_0_0000023_Structure_0003,https://drive.google.com/file/d/1mZM6OvJimw_QBJ1jD1plEoFDXbYE-cKM/view?usp=share_link,0.5,0.5,,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1713,Day28 Cytokines R4,7,20221115mouse9_OD_R_4_0_0000023_Structure_0004,https://drive.google.com/file/d/1TFSZH2vRqgAs6H0dMpt63Sq9GfGK6Fq5/view?usp=share_link,,1,0.5,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1714,Day28 Cytokines R4,27,20221115mouse1_OD_R_2_0_0000037_Structure_0001,https://drive.google.com/file/d/1jhpjP7APhk6Tar55qaiRcyKIk0HqnBn8/view?usp=share_link,100,100,100,,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
1715,Day28 Cytokines R4,27,20221115mouse1_OD_R_2_0_0000037_Structure_0002,https://drive.google.com/file/d/1sWab7UtXFuEX-peW9MAayV-0kzy7Jw_0/view?usp=share_link,,100,100,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
1716,Day28 Cytokines R4,27,20221115mouse1_OD_R_2_0_0000037_Structure_0003,https://drive.google.com/file/d/13BnGmYXoWXcqQOWxkSyKaGprpgXIXqPF/view?usp=share_link,100,100,100,100,4,TRUE,TRUE,TRUE,FALSE,FALSE,100,100
1717,Day28 Cytokines R4,27,20221115mouse1_OD_R_2_0_0000037_Structure_0004,https://drive.google.com/file/d/1XK0AeOUbD4Su7XFy19vpp9c6TJ7z_JR5/view?usp=share_link,,100,100,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
1718,Day28 Cytokines R4,27,20221115mouse1_OD_R_4_0_0000030_Structure_0001,https://drive.google.com/file/d/1ve250qvGaKBj1UmEDVSYwq1OK427BbJH/view?usp=share_link,,2,0.5,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1719,Day28 Cytokines R4,27,20221115mouse1_OD_R_4_0_0000030_Structure_0002,https://drive.google.com/file/d/1wKZJ-2cBfcAgncFy6PkLss_RvqA36PUv/view?usp=share_link,,2,1,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1720,Day28 Cytokines R4,27,20221115mouse1_OD_R_4_0_0000030_Structure_0003,https://drive.google.com/file/d/1wnayBiEcPUdmZCcrrCUrKIkXlkS-kqmG/view?usp=share_link,,3,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
1721,Day28 Cytokines R4,27,20221115mouse1_OD_R_4_0_0000030_Structure_0004,https://drive.google.com/file/d/1hPM9c6HiSpiuywqQsqDcGxKgQBqdF1tV/view?usp=share_link,100,100,2,,3,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
1722,Day28 Cytokines R4,27,20221115mouse3_OD_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/1O6YQdwyxHIxauFxo2Y1DXOkaJWdSh9Ou/view?usp=share_link,0,0,,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1723,Day28 Cytokines R4,27,20221115mouse3_OD_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1b5EwsUlBJprBhbPv9DH1_tOfE1_5AM_a/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1724,Day28 Cytokines R4,27,20221115mouse3_OD_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/1_YgvyOSYotxzaQVAhN2qRaImz4Ve0OhE/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1725,Day28 Cytokines R4,27,20221115mouse3_OD_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1JDIt3wzGJsOzYTZSWE_G1U2Q8I_ARU31/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1726,Day28 Cytokines R4,27,20221115mouse3_OD_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/17JMY7aIJaaXduG_GO9srCxy5mvJ5D-qB/view?usp=share_link,1,1,1,1,4,TRUE,TRUE,TRUE,FALSE,FALSE,1,1
1727,Day28 Cytokines R4,27,20221115mouse3_OD_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/1DxCh60qNoYKwFBSJUAjKFkBlgjK6qlQb/view?usp=share_link,,1,0.5,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
1728,Day28 Cytokines R4,27,20221115mouse3_OD_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1nkS3Wugu7xUM_BLiPTTvZ874UO1fFPQk/view?usp=share_link,1,0.5,1,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
1729,Day28 Cytokines R4,27,20221115mouse3_OD_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/1Fzdz5d0AzfXGczbY8HiHyeoJutP1avmz/view?usp=share_link,,0.5,0.5,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1730,Day28 Cytokines R4,27,20221115mouose4_OD_R_2_0_0000037_Structure_0001,https://drive.google.com/file/d/11GVuKhV55xo8vyOVt0wy2kcxAVURiIrY/view?usp=share_link,0,0,0.5,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1731,Day28 Cytokines R4,27,20221115mouose4_OD_R_2_0_0000037_Structure_0002,https://drive.google.com/file/d/1knUGVD1OQT1VqauWtgBg1s1ZrhKelhCW/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1732,Day28 Cytokines R4,27,20221115mouose4_OD_R_2_0_0000037_Structure_0003,https://drive.google.com/file/d/193AcsAJdnyjeCHcRrNSswASYEh9Bpea9/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
