Ordering,Experiment Name,Day of Experiment,TIFF Name,Link to Image,KP/ Grader 1 Score,LW/ Grader 2 Score,KC/ Grader 3 Score,XP/ Grader 4 Score,# of Graders Scored,4/4 Graders Agree?,3/4 graders agree,2/4 graders agree,50/50 Split,T/F if na of 50/50 Split,Final Score,Mode,Notes,,,,,,,,,,,
3480,.,R Day 21*,20200729mouse2_OD_L_4_90_0000146_Structure_0001 RA 21,https://drive.google.com/file/d/1ojf9Siw78V4dfFyTKbZzDsZNXBdWPuLi/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3481,.,R Day 21*,20200729mouse4_OD_L_4_90_0000146_Structure_0001 RA 21,https://drive.google.com/file/d/1j9hSiFIdK4mMbvOTpGtgiCvs-zRuxzzf/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3482,.,R Day 21*,20200729mouse5_OD_L_4_90_0000156_Structure_0001 RA 21,https://drive.google.com/file/d/1ofwYdV2yUj4S0w468RK08CSryIz5F9a8/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3483,.,R Day 21*,20200729mouse6_OD_L_4_90_0000136_Structure_0001 RA 21,https://drive.google.com/file/d/1Mqk4yj2Z0MBE7308_a1if_P2somr9MG_/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3484,.,R Day 21*,20200729mouse7_OD_L_4_90_0000166_Structure_0001 RA 21,https://drive.google.com/file/d/1dD6NdzQO1ZG8cj9qzWZEvWy4NP0wcMzJ/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3485,.,R Day 28*,20200729mouse2_OD_L_4_90_0000166_Structure_0001 ra 28,https://drive.google.com/file/d/11TqNOaaXjlkO1FpYXpMZ1G_R1NtkYfZB/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3486,.,R Day 28*,20200729mouse4_OD_L_4_90_0000166_Structure_0001 ra 28,https://drive.google.com/file/d/1EVRz-UByq7zbD5v_uGEEP4EOn27kirtG/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3487,.,R Day 28*,20200729mouse5_OD_L_4_90_0000176_Structure_0001 ra28,https://drive.google.com/file/d/1ENQEcFXbaYOFGiCafo4YwwWhJ9TtLzd1/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3488,.,R Day 28*,20200729mouse6_OD_L_4_90_0000156_Structure_0001 ra 28,https://drive.google.com/file/d/1Wy_sXgO0ykl0WS9GI2_MOZVfu-KEz1cF/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3489,.,R Day 28*,20200729mouse7_OD_L_4_90_0000186_Structure_0001 ra 28,https://drive.google.com/file/d/1QtfmhDFowj9mZ_-jmM4h8NQ9owugRIch/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3490,.,R Day 35*,20200729mouse2_OD_L_4_90_0000196_Structure_0001 Ra 35,https://drive.google.com/file/d/1Zs1ZTrk8shOh9cc30eso6ElwL0cQM0Vz/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3491,.,R Day 35*,20200729mouse3_OD_L_4_90_0000190_Structure_0001 ra 35,https://drive.google.com/file/d/1sL7PW8Oh3k-GJM-2fjkfpjhQq-GYNLCU/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3492,.,R Day 35*,20200729mouse4_OD_L_4_90_0000196_Structure_0001 ra 35,https://drive.google.com/file/d/1k378JxviEP-ZNBM_P6pV-NTflTiX8vbB/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3493,.,R Day 35*,20200729mouse5_OD_L_4_90_0000186_Structure_0001 ra 35,https://drive.google.com/file/d/1nMR4TIP9NSTX5ccg-uRYg6YI5O7Jktcx/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3494,.,R Day 35*,20200729mouse6_OD_L_4_90_0000186_Structure_0001 ra 35,https://drive.google.com/file/d/1uV9IQ9_SBbOPatc0KWxEhtXhLN5Hu2ki/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3495,.,R Day 35*,20200729mouse7_OD_L_4_90_0000196_Structure_0001 ra 35,https://drive.google.com/file/d/18AL3o0cCMHsepgrU1rKl4Xz2prk81dF5/view?usp=drive_link,0.5,0.5,0,0,4,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3496,.,R Day 42*,20200729mouse2_OD_L_4_90_0000216_Structure_0001 ra 42,https://drive.google.com/file/d/14CkM3K1h0kUEzYy_hH1f_zLWx5W3bxJb/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3497,.,R Day 42*,20200729mouse3_OD_L_4_90_0000210_Structure_0001 ra 42,https://drive.google.com/file/d/1yeXV9Md_ButWXr0NToar15tIkTsB4Drw/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3498,.,R Day 42*,20200729mouse4_OD_L_4_90_0000216_Structure_0001 ra 42,https://drive.google.com/file/d/12VbuSwPZaqxpoT7r9Gi-0YSFIGLJIqrT/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3499,.,R Day 42*,20200729mouse5_OD_L_4_90_0000206_Structure_0001 ra 42,https://drive.google.com/file/d/1dGoH7pBrGpd16LjY13dBXxiimGE4OTyp/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3500,.,R Day 42*,20200729mouse6_OD_L_4_90_0000206_Structure_0001 ra 42,https://drive.google.com/file/d/15pkEZfgqH4HmrahfJE_0UtZNzaqjzMwv/view?usp=drive_link,0,0.5,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3501,.,R Day 42*,20200729mouse7_OD_L_4_90_0000216_Structure_0001 ra 42,https://drive.google.com/file/d/1sVE-YjW05_R0L75sdFz-O23-Wt5CtKJU/view?usp=drive_link,0,0.5,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3502,.,R Day 49*,20200729mouse2_OD_L_4_90_0000226_Structure_0001 ra49,https://drive.google.com/file/d/1F_8dQefpePQK2r2ScSSMyJytHR02Vlxv/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3503,.,R Day 49*,20200729mouse3_OD_L_4_90_0000240_Structure_0001 ra49,https://drive.google.com/file/d/1Tkw3aIIuStwZA2bKPC13919WJsIr4L-_/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3504,.,R Day 49*,20200729mouse4_OD_L_4_90_0000226_Structure_0001 ra49,https://drive.google.com/file/d/1b9ACCUXP6dOZhm7t1Tb_z3tW_TYf_SgV/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3505,.,R Day 49*,20200729mouse5_OD_L_4_90_0000226_Structure_0001 ra49,https://drive.google.com/file/d/1Qg6HFGDJXuRsYl7G-lvklNsogAbymGaC/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3506,.,R Day 49*,20200729mouse6_OD_L_4_90_0000226_Structure_0001 ra49,https://drive.google.com/file/d/1o-ntrHlQpEGywgcSL8by-okMZ9a3gFGs/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3507,.,R Day 49*,20200729mouse7_OD_L_4_90_0000246_Structure_0001 ra49,https://drive.google.com/file/d/10noyKitzWHVMphdUCJRC5M0liEf3a0WE/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3508,.,Day1,20190402mouse1_OD_L_4_90_0000029_Structure_0001 ra 1,https://drive.google.com/file/d/1GibRK708QxE7SNIOb8I3gLG8tvwJXjph/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3509,.,Day1,20190402mouse3_OD_L_4_90_0000026_Structure_0001 ra 1,https://drive.google.com/file/d/18BAGdfKM5U0we7nFsRfQa29kPEN-C0B9/view?usp=drive_link,2,2,0,0,4,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,2,,,,,,,,,,,,
3510,.,Day7,20190402mouse1_OD_L_4_90_0000069_Structure_0001 ra 7,https://drive.google.com/file/d/14D4-IpzTZFNrjeknbgKYdCOAhS8UqZYw/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3511,.,Day7,20190402mouse4_OD_L_4_90_0000066_Structure_0001 ra 7,https://drive.google.com/file/d/1mtFAfOofU4kC2IGWA0daWghAlWyTdShM/view?usp=drive_link,0.5,0,0.5,0,4,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3512,.,R Day2,20200604mouse2_OD_L_2_0_0000080_Structure_0001 rr 2,https://drive.google.com/file/d/1RnqwgE6d6Asd_FfVlzvY1-NgzUBOWcQY/view?usp=drive_link,1,1,0.5,1,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
3513,.,R Day2,20200604mouse5_OD_L_2_0_0000076_Structure_0001 rr 2,https://drive.google.com/file/d/1yXR2ASpPAXv4ChTxlO9xrNIpiGP-bYUm/view?usp=drive_link,0.5,0.5,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3514,.,R Day2,20200604mouse7_OD_L_2_0_0000076_Structure_0001 rr 2,https://drive.google.com/file/d/1Y6HwTB_YtRg76AbuUeUdAfwdWNX5pOJV/view?usp=drive_link,0.5,0.5,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3515,.,R Day2,20200604mouse8_OD_L_2_0_0000076_Structure_0001 rr 2,https://drive.google.com/file/d/1VuzzqaA1OUd74pCsnEL0GlFh9QNY1s4l/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3516,.,R Day2,20200604mouse9_OD_L_2_0_0000076_Structure_0001 rr 2,https://drive.google.com/file/d/1fXigvBFBA-7SL-RrN_RJk3c7x2oeTckT/view?usp=drive_link,0.5,0.5,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3517,.,R Day1,20200624mouse1_OD_L_2_0_0000006_Structure_0001 RR1,https://drive.google.com/file/d/1G3mMRL47w9CEQG6kg2_rzfQePwhwFa1-/view?usp=drive_link,1,1,1,1,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
3518,.,R Day1,20200624mouse2_OD_L_2_0_0000016_Structure_0001 RR1,https://drive.google.com/file/d/1KQR_SoMi1HD1GpbLpBCJQQngSsN5D_4q/view?usp=drive_link,3,3,1,1,4,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,3,,,,,,,,,,,,
3519,.,R Day1,20200624mouse3_OD_L_2_0_0000006_Structure_0001 RR1,https://drive.google.com/file/d/1NA_hRURvPf2tdzuSv5Urh37gPWvvCmB4/view?usp=drive_link,1,1,1,1,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
3520,.,R Day1,20200624mouse4_OD_L_2_0_0000012_Structure_0001 RR1,https://drive.google.com/file/d/1X_h6eUWkHJ6sRSChsYnjhjSgA1ZjZNog/view?usp=drive_link,1,1,1,1,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
3521,.,R Day1,20200624mouse5_OD_L_2_0_0000006_Structure_0001 RR1,https://drive.google.com/file/d/1QNEhzfZcG_CiN7xTHrfs9cahOi5ooJXT/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3522,.,R Day1,20200624mouse6_OD_L_2_0_0000016_Structure_0001 RR1,https://drive.google.com/file/d/1yVVuYR9Ag391qqGmsjAN7h0rF76nYJ8h/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3523,.,R Day1,20200624mouse7_OD_L_2_0_0000006_Structure_0001 RR1,https://drive.google.com/file/d/1O5zwXdNDkmL4Eq9DaoyUSZy5XETkksQy/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3524,.,R Day1,20200624mouse9_OD_L_2_0_0000006_Structure_0001 RR1,https://drive.google.com/file/d/12WWzcqIuLty1LYuMLRm9wvqqso38UIb7/view?usp=drive_link,3,3,3,3,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,3,,,,,,,,,,,,
3525,.,R Day1,20200624mouse10_OD_L_2_0_0000016_Structure_0001 RR1,https://drive.google.com/file/d/1nEvYTWFnmaEto1E2syvbUqrTjhYsJiou/view?usp=drive_link,4,4,4,4,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,4,,,,,,,,,,,,
3526,.,R Day1,20200624mouse11_OD_L_2_0_0000006_Structure_0001 RR1,https://drive.google.com/file/d/16pcRajaydfZXfG4mnI2z2w7CCUlzeC9_/view?usp=drive_link,4,4,3,4,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,4,,,,,,,,,,,,
3527,.,R 10 hr,20200630mousse10_OD_L_2_0_0000026_Structure_0001 rr 10 h,https://drive.google.com/file/d/1Ldvz1BjQQlt0Z_zCW52B9jnc8lVaKugO/view?usp=drive_link,0.5,1,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3528,.,R 10 hr,20200630mouse11_OD_L_2_0_0000036_Structure_0001 rr 10h,https://drive.google.com/file/d/1SmQgNkefsYrUtrGJ2wSK6vzERy8Ku7rY/view?usp=drive_link,0.5,0.5,0,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3529,.,R 10 hr,20200630mouse4_OD_L_2_0_0000026_Structure_0001 rr 10h,https://drive.google.com/file/d/1wUtu6tk8eCKrykWq4T8vOk891lnY5RGI/view?usp=drive_link,0.5,0.5,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3530,.,R 10 hr,20200630mouse5_OD_L_2_0_0000040_Structure_0001 rr 10h,https://drive.google.com/file/d/1JBRRodNq37zZ2wI1CSBNV3nH5JpyPyRW/view?usp=drive_link,1,1,1,1,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
3531,.,R 10 hr,20200630mouse6_OD_L_2_0_0000026_Structure_0001 rr 10h,https://drive.google.com/file/d/1dQsO1-cN04Pmkwh9WD38hTgCoR72-dUS/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3532,.,R 10 hr,20200630mouse8_OD_L_2_0_0000026_Structure_0001 rr 10h,https://drive.google.com/file/d/1-iHC2tsHRrWCSBjfz8XI0sSn3U5BjMAm/view?usp=drive_link,0.5,0.5,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3533,.,R baseline,20200630mouse1_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/177QcPL2O8S7G9vcXJFdKQe71I1H1seq5/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3534,.,R baseline,20200630mousse10_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/1dPm_zqsl2BSHEs-9YGj7phDsFuwacEh7/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3535,.,R baseline,20200630mouse11_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/open?id=15OOj2u7QV8eAdBI-C6HfHzz0RSgDgnqT&usp=drive_copy,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3536,.,R baseline,20200630mouse12_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/file/d/1ZjavoTs9z6Jb_0hklLJ_J8T6Bo3DDqC_/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3537,.,R baseline,20200630mouse2_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/file/d/1V3DlmXVROqAjNC9Fok55-28Kk3UDEBG7/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3538,.,R baseline,20200630mouse3_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/1Mrck16ZSsyjjM9aVWDBPWEnwv4hhOPQ_/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3539,.,R baseline,20200630mouse4_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/file/d/1ND_te8VSwZy24Jy8C3-2_Tq3p_p_AIRA/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3540,.,R baseline,20200630mouse5_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/1MfKEKly5dmF0fEj5GAd45Z0GGhsU9Iis/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3541,.,R baseline,20200630mouse6_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/file/d/1G0w1aVcis4gRozcZtmo4ekKIfKpL0d1m/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3542,.,R baseline,20200630mouse7_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/1TaBOeKRmkXQ6kvqsKp7ReqvOcAW8ZGho/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3543,.,R baseline,20200630mouse8_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/file/d/14TExoiqM7jkMpVWhgzJ5iQSSPXAk-Cun/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3544,.,R baseline,20200630mouse9_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/1-6a_BUyFvuhDvSjtISZQLCVL1YrUiUVe/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3545,.,R Day1,20200630mousse10_OD_L_2_0_0000056_Structure_0001 rr 1,https://drive.google.com/file/d/181N1yWprTOnhwFzPXQ5qd6hrO4bvqTvt/view?usp=drive_link,0.5,1,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3546,.,R Day1,20200630mouse11_OD_L_2_0_0000046_Structure_0001 r 1,https://drive.google.com/file/d/1e3KjpjpMXdEtvKi_HWVLfCdV67241FKR/view?usp=drive_link,1,1,1,1,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
3547,.,R Day1,20200630mouse4_OD_L_2_0_0000056_Structure_0001 rr 1,https://drive.google.com/file/d/119mzyFDqKiXo1XMuJXtyl_IRdvvC5ZJg/view?usp=drive_link,1,1,1,1,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
3548,.,R Day1,20200630mouse8_OD_L_2_0_0000050_Structure_0001 rr 1,https://drive.google.com/file/d/1-KQ3FwsYw77UQbMp36cv_OwBEFynMTtg/view?usp=drive_link,0.5,0.5,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3549,.,R Day2,20200630mousse10_OD_L_2_0_0000076_Structure_0001 RR 2,https://drive.google.com/file/d/1enUbwqIDqoI87X9TSr4mt-udfYua9cK0/view?usp=drive_link,0.5,1,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3550,.,R Day2,20200630mouse11_OD_L_2_0_0000066_Structure_0001 RR2,https://drive.google.com/file/d/1uXCHGxYwxYXmxpzSz5C379OKaPueb75s/view?usp=drive_link,1,1,1,1,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
3551,.,R Day2,20200630mouse4_OD_L_2_0_0000076_Structure_0001 rr 2,https://drive.google.com/file/d/1h2XfLGUORtrEcn-Q3YdRJLavWfBQLtl8/view?usp=drive_link,0.5,1,0.5,0.5,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0.5,,,,,,,,,,,,
3552,.,R Day2,20200630mouse6_OD_L_2_0_0000070_Structure_0001 rr 2,https://drive.google.com/file/d/1X5Bus40Up0Zg6uKu5goErfD884QHU3Ga/view?usp=drive_link,0.5,3,2,2,4,#NAME?,FALSE,TRUE,#NAME?,#NAME?,#NAME?,2,,,,,,,,,,,,
3553,.,R Day2,20200630mouse8_OD_L_2_0_0000056_Structure_0001 rr 2,https://drive.google.com/file/d/1kguw_2SuR_S6lWsBtYyDYpvgY8a5DfFz/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3554,.,R baseline,20200707mouse1_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/1_1lANEM3Vlh2X-0AlggT09LfukXXubte/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3555,.,R baseline,20200707mouse2_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/file/d/1YyDaxsaHDXn95H5_fwX0oXM6Hxa5zz4D/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3556,.,R baseline,20200707mouse3_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/1etpaBWeFZQwwkPy0z87FcnJ0IJN0Gvob/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3557,.,R baseline,20200707mouse4_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/file/d/1AbHQDBiGYnHOqX1HybutpG67rsxfw0AQ/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3558,.,R baseline,20200707mouse5_OD_L_2_0_0000016_Structure_0001  RR0,https://drive.google.com/file/d/1hNLCXfZVk2mb3Achlz1MSRg80IXTDpw0/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3559,.,R baseline,20200707mouse6_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/file/d/1FuoACYYa7znM8XItjawU8XnVD_KZlEE_/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3560,.,R baseline,20200707mouse7_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/1cOqb3Wwve5rXTwXkkaVB1oGraKw2kVle/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3561,.,R baseline,20200707mouse8_OD_L_2_0_0000006_Structure_0001 rR0,https://drive.google.com/file/d/15vexTItbFedNFc-0EaHYHrs5N1zL6ixv/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3562,.,R baseline,20200707mouse9_OD_L_2_0_0000016_Structure_0001 rr 0,https://drive.google.com/file/d/1JSMZZqm6kdTtLMJfYj5HbD4uRn4zpmF5/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3563,.,R baseline,20200707mouse10_OD_L_2_0_0000006_Structure_0001 rr 0,https://drive.google.com/file/d/1aRQ8jJcCQg8r8bpNbqPnPKwitN6SEcvI/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3564,.,R10hr,20200707mouse3_OD_L_2_0_0000026_Structure_0001 rr 10h,https://drive.google.com/file/d/1Z-wy-4YfAYYLjhy2gOdAq8dqoTXsjkeI/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3565,.,R10hr,20200707mouse4_OD_L_2_0_0000036_Structure_0001 rr10h,https://drive.google.com/file/d/1I0fDjSQJUVbnLmTPinsKM-sjdeqtCqXM/view?usp=drive_link,0,0,0,0,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,0,,,,,,,,,,,,
3566,.,R10hr,20200707mouse5_OD_L_2_0_0000026_Structure_0001 rr 10h,https://drive.google.com/file/d/1AirUey2vs5fyh99I1OOkx8Ijy4Ak2K-1/view?usp=drive_link,1,2,1,1,4,#NAME?,TRUE,TRUE,#NAME?,#NAME?,#NAME?,1,,,,,,,,,,,,
